city,z,x,y,band,codec,raw_band_bytes,unpredicted_compressed_bytes,delta_compressed_bytes,delta_ratio
kent,18,42063,91795,C1,brotli5,262144,4461,4825,54.33036269430052
kent,18,42063,91795,flags,gzip6,262144,2437,2368,110.70270270270271
kent,18,42063,91795,flags,zstd3,262144,2916,2042,128.37610186092067
kent,18,42063,91795,flags,brotli5,262144,621,838,312.82100238663486
kent,18,42063,91795,provenance,gzip6,262144,2471,2326,112.70163370593293
kent,18,42063,91795,provenance,zstd3,262144,1852,1762,148.77639046538025
kent,18,42063,91795,provenance,brotli5,262144,629,854,306.96018735363
kent,18,42064,91795,G,gzip6,262144,7033,7779,33.69893302481039
kent,18,42064,91795,G,zstd3,262144,9312,12611,20.786932043454126
kent,18,42064,91795,G,brotli5,262144,5812,9961,26.317036442124284
kent,18,42064,91795,B,gzip6,262144,1699,1584,165.4949494949495
kent,18,42064,91795,B,zstd3,262144,802,449,583.8396436525612
kent,18,42064,91795,B,brotli5,262144,181,248,1057.032258064516
kent,18,42064,91795,C0,gzip6,262144,1478,1648,159.06796116504853
kent,18,42064,91795,C0,zstd3,262144,1214,1334,196.50974512743628
kent,18,42064,91795,C0,brotli5,262144,910,1056,248.24242424242425
kent,18,42064,91795,C1,gzip6,262144,1436,1619,161.91723285979
kent,18,42064,91795,C1,zstd3,262144,1185,1236,212.0906148867314
kent,18,42064,91795,C1,brotli5,262144,873,968,270.8099173553719
kent,18,42064,91795,flags,gzip6,262144,2473,2220,118.08288288288288
kent,18,42064,91795,flags,zstd3,262144,1742,952,275.3613445378151
kent,18,42064,91795,flags,brotli5,262144,478,404,648.8712871287129
kent,18,42064,91795,provenance,gzip6,262144,2018,1909,137.3200628601362
kent,18,42064,91795,provenance,zstd3,262144,1179,816,321.2549019607843
kent,18,42064,91795,provenance,brotli5,262144,348,457,573.6192560175054
kent,18,42065,91795,G,gzip6,262144,5616,6159,42.56275369378146
kent,18,42065,91795,G,zstd3,262144,7877,8674,30.22181231265852
kent,18,42065,91795,G,brotli5,262144,5473,6174,42.45934564301911
kent,18,42065,91795,B,gzip6,262144,1354,1355,193.46420664206642
kent,18,42065,91795,B,zstd3,262144,575,761,344.473061760841
kent,18,42065,91795,B,brotli5,262144,260,355,738.4338028169014
kent,18,42065,91795,C0,gzip6,262144,1278,1361,192.61131520940484
kent,18,42065,91795,C0,zstd3,262144,969,1089,240.71992653810835
kent,18,42065,91795,C0,brotli5,262144,757,868,302.00921658986175
kent,18,42065,91795,C1,gzip6,262144,1208,1325,197.84452830188678
kent,18,42065,91795,C1,zstd3,262144,944,996,263.19678714859435
kent,18,42065,91795,C1,brotli5,262144,717,769,340.889466840052
kent,18,42065,91795,flags,gzip6,262144,2046,1778,147.43757030371205
kent,18,42065,91795,flags,zstd3,262144,1646,1968,133.20325203252034
kent,18,42065,91795,flags,brotli5,262144,312,441,594.4308390022676
kent,18,42065,91795,provenance,gzip6,262144,1515,1523,172.12344057780695
kent,18,42065,91795,provenance,zstd3,262144,1528,891,294.2132435465769
kent,18,42065,91795,provenance,brotli5,262144,332,439,597.1389521640091
kent,18,42061,91796,G,gzip6,262144,7666,8183,32.03519491628987
kent,18,42061,91796,G,zstd3,262144,10231,12337,21.24860176704223
kent,18,42061,91796,G,brotli5,262144,6568,9919,26.42847061195685
kent,18,42061,91796,B,gzip6,262144,1403,1137,230.5576077396658
kent,18,42061,91796,B,zstd3,262144,665,502,522.199203187251
kent,18,42061,91796,B,brotli5,262144,205,297,882.6397306397306
kent,18,42061,91796,C0,gzip6,262144,6646,6742,38.88223079204984
kent,18,42061,91796,C0,zstd3,262144,6019,6444,40.68032278088144
kent,18,42061,91796,C0,brotli5,262144,4832,5150,50.90174757281554
kent,18,42061,91796,C1,gzip6,262144,6602,6693,39.166890781413414
kent,18,42061,91796,C1,zstd3,262144,5954,6142,42.68056007815044
kent,18,42061,91796,C1,brotli5,262144,4807,4929,53.18401298437817
kent,18,42061,91796,flags,gzip6,262144,2510,2455,106.779633401222
kent,18,42061,91796,flags,zstd3,262144,4113,2242,116.92417484388939
kent,18,42061,91796,flags,brotli5,262144,700,925,283.3989189189189
kent,18,42061,91796,provenance,gzip6,262144,2459,2414,108.59320629660314
kent,18,42061,91796,provenance,zstd3,262144,2117,2048,128.0
kent,18,42061,91796,provenance,brotli5,262144,717,908,288.704845814978
kent,18,42062,91796,G,gzip6,262144,7314,7905,33.1617963314358
kent,18,42062,91796,G,zstd3,262144,10177,12561,20.869675981211685
kent,18,42062,91796,G,brotli5,262144,5970,9893,26.497927827757
kent,18,42062,91796,B,gzip6,262144,1531,1491,175.81757209926224
kent,18,42062,91796,B,zstd3,262144,1420,634,413.4763406940063
kent,18,42062,91796,B,brotli5,262144,331,472,555.3898305084746
kent,18,42062,91796,C0,gzip6,262144,3855,4185,62.6389486260454
kent,18,42062,91796,C0,zstd3,262144,3507,3859,67.93055195646541
kent,18,42062,91796,C0,brotli5,262144,2721,3143,83.40566337893732
kent,18,42062,91796,C1,gzip6,262144,3907,4301,60.9495466170658
kent,18,42062,91796,C1,zstd3,262144,3533,3779,69.36861603598835
kent,18,42062,91796,C1,brotli5,262144,2763,3146,83.32612841703751
kent,18,42062,91796,flags,gzip6,262144,2352,2422,108.23451692815854
kent,18,42062,91796,flags,zstd3,262144,2604,2541,103.16568280204643
kent,18,42062,91796,flags,brotli5,262144,1001,881,297.5527809307605
kent,18,42062,91796,provenance,gzip6,262144,2188,2205,118.88616780045352
kent,18,42062,91796,provenance,zstd3,262144,2245,1883,139.21614445034518
kent,18,42062,91796,provenance,brotli5,262144,968,879,298.22980659840727
kent,18,42063,91796,G,gzip6,262144,6075,6875,38.130036363636364
kent,18,42063,91796,G,zstd3,262144,8387,10758,24.36735452686373
kent,18,42063,91796,G,brotli5,262144,4692,8214,31.914292671049427
kent,18,42063,91796,B,gzip6,262144,1130,1082,242.27726432532347
kent,18,42063,91796,B,zstd3,262144,984,514,510.0077821011673
kent,18,42063,91796,B,brotli5,262144,278,386,679.1295336787565
kent,18,42063,91796,C0,gzip6,262144,7322,7128,36.77665544332211
kent,18,42063,91796,C0,zstd3,262144,7392,7091,36.96855168523481
kent,18,42063,91796,C0,brotli5,262144,5627,5802,45.18166149603585
kent,18,42063,91796,C1,gzip6,262144,7378,7319,35.81691487908184
kent,18,42063,91796,C1,zstd3,262144,7252,6724,38.98631766805473
kent,18,42063,91796,C1,brotli5,262144,5683,5683,46.12774942811895
kent,18,42063,91796,flags,gzip6,262144,2280,2548,102.88226059654632
kent,18,42063,91796,flags,zstd3,262144,3026,2776,94.43227665706051
kent,18,42063,91796,flags,brotli5,262144,865,1063,246.60771401693322
kent,18,42063,91796,provenance,gzip6,262144,2181,2362,110.98391193903471
kent,18,42063,91796,provenance,zstd3,262144,2896,2461,106.51930109711499
kent,18,42063,91796,provenance,brotli5,262144,1041,1075,243.85488372093025
kent,18,42064,91796,G,gzip6,262144,6801,7678,34.14222453764001
kent,18,42064,91796,G,zstd3,262144,8410,12073,21.713244429719207
kent,18,42064,91796,G,brotli5,262144,5585,8613,30.435852780680367
kent,18,42064,91796,B,gzip6,262144,1499,1280,204.8
kent,18,42064,91796,B,zstd3,262144,1203,679,386.0736377025037
kent,18,42064,91796,B,brotli5,262144,335,445,589.0876404494383
kent,18,42064,91796,C0,gzip6,262144,1456,1667,157.25494901019795
kent,18,42064,91796,C0,zstd3,262144,1232,1306,200.7228177641654
kent,18,42064,91796,C0,brotli5,262144,856,992,264.258064516129
kent,18,42064,91796,C1,gzip6,262144,1440,1695,154.65722713864307
kent,18,42064,91796,C1,zstd3,262144,1172,1303,201.18495778971604
kent,18,42064,91796,C1,brotli5,262144,857,994,263.7263581488934
kent,18,42064,91796,flags,gzip6,262144,1739,1733,151.26601269474898
kent,18,42064,91796,flags,zstd3,262144,1326,1103,237.66455122393472
kent,18,42064,91796,flags,brotli5,262144,386,536,489.07462686567163
kent,18,42064,91796,provenance,gzip6,262144,1646,1515,173.03234323432343
kent,18,42064,91796,provenance,zstd3,262144,1269,1040,252.06153846153848
kent,18,42064,91796,provenance,brotli5,262144,391,551,475.7604355716878
kent,18,42065,91796,G,gzip6,262144,1277,1653,158.5868118572293
kent,18,42065,91796,G,zstd3,262144,981,1500,174.76266666666666
kent,18,42065,91796,G,brotli5,262144,623,908,288.704845814978
kent,18,42065,91796,B,gzip6,262144,1694,1656,158.29951690821255
kent,18,42065,91796,B,zstd3,262144,1235,1247,210.2197273456295
kent,18,42065,91796,B,brotli5,262144,289,401,653.7256857855361
kent,18,42065,91796,C0,gzip6,262144,356,382,686.2408376963351
kent,18,42065,91796,C0,zstd3,262144,110,122,2148.72131147541
kent,18,42065,91796,C0,brotli5,262144,83,94,2788.7659574468084
kent,18,42065,91796,C1,gzip6,262144,356,382,686.2408376963351
kent,18,42065,91796,C1,zstd3,262144,115,126,2080.5079365079364
kent,18,42065,91796,C1,brotli5,262144,83,90,2912.711111111111
kent,18,42065,91796,flags,gzip6,262144,1872,1694,154.74852420306965
kent,18,42065,91796,flags,zstd3,262144,2189,1150,227.9513043478261
kent,18,42065,91796,flags,brotli5,262144,297,423,619.725768321513
kent,18,42065,91796,provenance,gzip6,262144,1544,1433,182.93370551290997
kent,18,42065,91796,provenance,zstd3,262144,1484,797,328.9134253450439
kent,18,42065,91796,provenance,brotli5,262144,293,403,650.4813895781638
